,Height,RewardFee,Transactions,blockchain,nonce,time,Time,AvgFee/Tx
42,2009372,24.5,27,DOGE.main,0,2017-12-13T17:14:16Z,2017-12-13 17:14:16,0.9074074074074074
43,2009371,310.32212526,131,DOGE.main,0,2017-12-13T17:13:27Z,2017-12-13 17:13:27,2.36887118519084
44,2009370,0.0,1,DOGE.main,0,2017-12-13T17:10:06Z,2017-12-13 17:10:06,0.0
45,2009369,0.0,1,DOGE.main,0,2017-12-13T17:07:09Z,2017-12-13 17:07:09,0.0
46,2009368,28.83681674,23,DOGE.main,0,2017-12-13T17:06:36Z,2017-12-13 17:06:36,1.2537746408695651
47,2009367,17.57382812,18,DOGE.main,0,2017-12-13T17:05:07Z,2017-12-13 17:05:07,0.9763237844444446
48,2009366,74.0002,29,DOGE.main,0,2017-12-13T17:04:37Z,2017-12-13 17:04:37,2.551731034482759
49,2009365,3.0,4,DOGE.main,0,2017-12-13T17:03:48Z,2017-12-13 17:03:48,0.75
50,2009364,2.0,3,DOGE.main,0,2017-12-13T17:03:31Z,2017-12-13 17:03:31,0.6666666666666666
51,2009363,72.50235118,21,DOGE.main,0,2017-12-13T17:03:26Z,2017-12-13 17:03:26,3.4524929133333337
52,2009362,33.09999995,32,DOGE.main,0,2017-12-13T17:01:58Z,2017-12-13 17:01:58,1.0343749984375
53,2009361,77.81500002,41,DOGE.main,0,2017-12-13T17:00:31Z,2017-12-13 17:00:31,1.8979268297560976
54,2009360,74.75252814,48,DOGE.main,0,2017-12-13T16:58:47Z,2017-12-13 16:58:47,1.55734433625
55,2009359,0.0,1,DOGE.main,0,2017-12-13T16:58:16Z,2017-12-13 16:58:16,0.0
56,2009358,36.74423583,41,DOGE.main,0,2017-12-13T16:55:59Z,2017-12-13 16:55:59,0.8962008739024391
57,2009357,0.0,1,DOGE.main,0,2017-12-13T16:55:31Z,2017-12-13 16:55:31,0.0
58,2009356,56.0,7,DOGE.main,0,2017-12-13T16:54:20Z,2017-12-13 16:54:20,8.0
59,2009355,21.0,17,DOGE.main,0,2017-12-13T16:53:56Z,2017-12-13 16:53:56,1.2352941176470589
60,2009354,18.0120982,5,DOGE.main,0,2017-12-13T16:53:11Z,2017-12-13 16:53:11,3.60241964
61,2009353,109.1500004,19,DOGE.main,0,2017-12-13T16:53:05Z,2017-12-13 16:53:05,5.744736863157894
62,2009352,64.8540375,43,DOGE.main,0,2017-12-13T16:52:18Z,2017-12-13 16:52:18,1.5082334302325582
63,2009351,8.0,8,DOGE.main,0,2017-12-13T16:50:23Z,2017-12-13 16:50:23,1.0
64,2009350,14.0,11,DOGE.main,0,2017-12-13T16:51:49Z,2017-12-13 16:51:49,1.2727272727272727
65,2009349,60.31465027,23,DOGE.main,0,2017-12-13T16:49:23Z,2017-12-13 16:49:23,2.622376098695652
66,2009348,50.5895918,23,DOGE.main,0,2017-12-13T16:48:17Z,2017-12-13 16:48:17,2.1995474695652173
67,2009347,103.32550423,49,DOGE.main,0,2017-12-13T16:47:08Z,2017-12-13 16:47:08,2.1086837597959187
